response_text	pollster_label	value	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
Trump	Trump	34.0	mitchell-research-r-fox-2-detroit-mahp-24986	Mitchell Research (R)/Fox 2 Detroit/(MAHP)	2016-07-05	2016-07-11		Likely Voters	600	4.0	IVR/Live Phone	Pollster	Rep
Undecided	Undecided	27.0	mitchell-research-r-fox-2-detroit-mahp-24986	Mitchell Research (R)/Fox 2 Detroit/(MAHP)	2016-07-05	2016-07-11		Likely Voters	600	4.0	IVR/Live Phone	Pollster	Rep
Hillary Clinton	Clinton	48.0	gravis-marketing-24886	Gravis Marketing	2016-07-07	2016-07-08	If you had to vote today in a matchup between Hillary Clinton and Donald Trump, who would you vote for?	Registered Voters	1562	2.4	Automated Phone	Nonpartisan	None
Donald Trump	Trump	41.0	gravis-marketing-24886	Gravis Marketing	2016-07-07	2016-07-08	If you had to vote today in a matchup between Hillary Clinton and Donald Trump, who would you vote for?	Registered Voters	1562	2.4	Automated Phone	Nonpartisan	None
Other	Other	11.0	gravis-marketing-24886	Gravis Marketing	2016-07-07	2016-07-08	If you had to vote today in a matchup between Hillary Clinton and Donald Trump, who would you vote for?	Registered Voters	1562	2.4	Automated Phone	Nonpartisan	None
Hillary Clinton	Clinton	37.0	gravis-marketing-24886	Gravis Marketing	2016-07-07	2016-07-08	If you had to vote today in a matchup between Hillary Clinton, Donald Trump, Gary Johnson and Jill Stein, who would you vote for?	Registered Voters	1562	2.4	Automated Phone	Nonpartisan	None
Donald Trump	Trump	34.0	gravis-marketing-24886	Gravis Marketing	2016-07-07	2016-07-08	If you had to vote today in a matchup between Hillary Clinton, Donald Trump, Gary Johnson and Jill Stein, who would you vote for?	Registered Voters	1562	2.4	Automated Phone	Nonpartisan	None
Gary Johnson	Johnson	2.0	gravis-marketing-24886	Gravis Marketing	2016-07-07	2016-07-08	If you had to vote today in a matchup between Hillary Clinton, Donald Trump, Gary Johnson and Jill Stein, who would you vote for?	Registered Voters	1562	2.4	Automated Phone	Nonpartisan	None
Jill Stein	Other	1.0	gravis-marketing-24886	Gravis Marketing	2016-07-07	2016-07-08	If you had to vote today in a matchup between Hillary Clinton, Donald Trump, Gary Johnson and Jill Stein, who would you vote for?	Registered Voters	1562	2.4	Automated Phone	Nonpartisan	None
Other	Other	26.0	gravis-marketing-24886	Gravis Marketing	2016-07-07	2016-07-08	If you had to vote today in a matchup between Hillary Clinton, Donald Trump, Gary Johnson and Jill Stein, who would you vote for?	Registered Voters	1562	2.4	Automated Phone	Nonpartisan	None
Clinton	Clinton	50.0	gqr-d-democracy-corps-women-s-voices-women-vote-24843	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
Don't Know/Refused/Not Voting	Undecided	5.0	gqr-d-democracy-corps-women-s-voices-women-vote-24843	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
Other	Other	6.0	gqr-d-democracy-corps-women-s-voices-women-vote-24843	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
Trump	Trump	39.0	gqr-d-democracy-corps-women-s-voices-women-vote-24843	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
Clinton	Clinton	48.0	gqr-d-democracy-corps-women-s-voices-women-vote-24843	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
Trump	Trump	33.0	gqr-d-democracy-corps-women-s-voices-women-vote-24843	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
Johnson	Johnson	12.0	gqr-d-democracy-corps-women-s-voices-women-vote-24843	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
Other	Other	3.0	gqr-d-democracy-corps-women-s-voices-women-vote-24843	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
Don't Know/Refused/Not Voting	Undecided	3.0	gqr-d-democracy-corps-women-s-voices-women-vote-24843	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
Clinton	Clinton	43.0	glengariff-detroit-news-wdiv-24588	Glengariff/Detroit News/WDIV	2016-05-24	2016-05-26		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Trump	Trump	39.0	glengariff-detroit-news-wdiv-24588	Glengariff/Detroit News/WDIV	2016-05-24	2016-05-26		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Other	Other	4.0	glengariff-detroit-news-wdiv-24588	Glengariff/Detroit News/WDIV	2016-05-24	2016-05-26		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Refused	Undecided	3.0	glengariff-detroit-news-wdiv-24588	Glengariff/Detroit News/WDIV	2016-05-24	2016-05-26		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Undecided	Undecided	12.0	glengariff-detroit-news-wdiv-24588	Glengariff/Detroit News/WDIV	2016-05-24	2016-05-26		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	37.0	glengariff-detroit-news-wdiv-24588	Glengariff/Detroit News/WDIV	2016-05-24	2016-05-26		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Trump	Trump	33.0	glengariff-detroit-news-wdiv-24588	Glengariff/Detroit News/WDIV	2016-05-24	2016-05-26		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Johnson	Other	12.0	glengariff-detroit-news-wdiv-24588	Glengariff/Detroit News/WDIV	2016-05-24	2016-05-26		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Other	Other	2.0	glengariff-detroit-news-wdiv-24588	Glengariff/Detroit News/WDIV	2016-05-24	2016-05-26		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Don't know	Undecided	15.0	glengariff-detroit-news-wdiv-24588	Glengariff/Detroit News/WDIV	2016-05-24	2016-05-26		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Refused	Undecided	2.0	glengariff-detroit-news-wdiv-24588	Glengariff/Detroit News/WDIV	2016-05-24	2016-05-26		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	49.0	surveyusa-24153	SurveyUSA	2016-03-23	2016-03-24		Likely Voters	904	3.3	IVR/Online	Nonpartisan	None
Trump	Trump	38.0	surveyusa-24153	SurveyUSA	2016-03-23	2016-03-24		Likely Voters	904	3.3	IVR/Online	Nonpartisan	None
Undecided	Undecided	13.0	surveyusa-24153	SurveyUSA	2016-03-23	2016-03-24		Likely Voters	904	3.3	IVR/Online	Nonpartisan	None
Clinton	Clinton	47.0	epic-mra-detroit-free-press-wxyz-tv-24238	EPIC-MRA/Detroit Free Press/WXYZ-TV 	2016-03-19	2016-03-22		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Trump	Trump	37.0	epic-mra-detroit-free-press-wxyz-tv-24238	EPIC-MRA/Detroit Free Press/WXYZ-TV 	2016-03-19	2016-03-22		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Undecided	Undecided	16.0	epic-mra-detroit-free-press-wxyz-tv-24238	EPIC-MRA/Detroit Free Press/WXYZ-TV 	2016-03-19	2016-03-22		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	52.0	nbc-wsj-marist-23993	NBC/WSJ/Marist	2016-03-01	2016-03-03		Registered Voters	2229	2.1	Live Phone	Nonpartisan	None
Trump	Trump	36.0	nbc-wsj-marist-23993	NBC/WSJ/Marist	2016-03-01	2016-03-03		Registered Voters	2229	2.1	Live Phone	Nonpartisan	None
Undecided	Undecided	13.0	nbc-wsj-marist-23993	NBC/WSJ/Marist	2016-03-01	2016-03-03		Registered Voters	2229	2.1	Live Phone	Nonpartisan	None
Clinton	Clinton	44.0	marketing-resource-group-r-23917	Marketing Resource Group (R)	2016-02-22	2016-02-27		Likely Voters	600	4.0	Live Phone	Pollster	Rep
Other	Other	4.0	marketing-resource-group-r-23917	Marketing Resource Group (R)	2016-02-22	2016-02-27		Likely Voters	600	4.0	Live Phone	Pollster	Rep
Refused	Undecided	1.0	marketing-resource-group-r-23917	Marketing Resource Group (R)	2016-02-22	2016-02-27		Likely Voters	600	4.0	Live Phone	Pollster	Rep
Trump	Trump	39.0	marketing-resource-group-r-23917	Marketing Resource Group (R)	2016-02-22	2016-02-27		Likely Voters	600	4.0	Live Phone	Pollster	Rep
Undecided	Undecided	5.0	marketing-resource-group-r-23917	Marketing Resource Group (R)	2016-02-22	2016-02-27		Likely Voters	600	4.0	Live Phone	Pollster	Rep
Wouldn't Vote	Undecided	7.0	marketing-resource-group-r-23917	Marketing Resource Group (R)	2016-02-22	2016-02-27		Likely Voters	600	4.0	Live Phone	Pollster	Rep
Clinton	Clinton	46.0	epic-mra-detroit-free-press-wxyz-tv-23078	EPIC-MRA/Detroit Free Press/WXYZ-TV 	2015-10-25	2015-10-31		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Trump	Trump	38.0	epic-mra-detroit-free-press-wxyz-tv-23078	EPIC-MRA/Detroit Free Press/WXYZ-TV 	2015-10-25	2015-10-31		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Undecided	Undecided	16.0	epic-mra-detroit-free-press-wxyz-tv-23078	EPIC-MRA/Detroit Free Press/WXYZ-TV 	2015-10-25	2015-10-31		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	42.0	mitchell-research-r-fox-2-detroit-22826	Mitchell Research (R)/Fox 2 Detroit	2015-09-18	2015-09-18		Likely Voters	1483	2.5	Automated Phone	Pollster	Rep
Trump	Trump	42.0	mitchell-research-r-fox-2-detroit-22826	Mitchell Research (R)/Fox 2 Detroit	2015-09-18	2015-09-18		Likely Voters	1483	2.5	Automated Phone	Pollster	Rep
Clinton	Clinton	43.0	marketing-resource-group-r-22759	Marketing Resource Group (R)	2015-09-09	2015-09-14		Likely Voters	600	4.0	Live Phone	Pollster	Rep
Trump	Trump	40.0	marketing-resource-group-r-22759	Marketing Resource Group (R)	2015-09-09	2015-09-14		Likely Voters	600	4.0	Live Phone	Pollster	Rep
Clinton	Clinton	44.0	epic-mra-detroit-free-press-wxyz-tv-22605	EPIC-MRA/Detroit Free Press/WXYZ-TV 	2015-08-18	2015-08-22		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Trump	Trump	42.0	epic-mra-detroit-free-press-wxyz-tv-22605	EPIC-MRA/Detroit Free Press/WXYZ-TV 	2015-08-18	2015-08-22		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Undecided	Undecided	14.0	epic-mra-detroit-free-press-wxyz-tv-22605	EPIC-MRA/Detroit Free Press/WXYZ-TV 	2015-08-18	2015-08-22		Likely Voters	600	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	39.0	mitchell-research-r-fox-2-detroit-22603	Mitchell Research (R)/Fox 2 Detroit	2015-08-10	2015-08-10		Likely Voters	1310	27.0	Automated Phone	Pollster	Rep
Trump	Trump	40.0	mitchell-research-r-fox-2-detroit-22603	Mitchell Research (R)/Fox 2 Detroit	2015-08-10	2015-08-10		Likely Voters	1310	27.0	Automated Phone	Pollster	Rep
Clinton	Clinton	49.0	ppp-d-22328	PPP (D)	2015-06-25	2015-06-28		Likely Voters	1072	3.0	IVR/Online	Pollster	Dem
Trump	Trump	39.0	ppp-d-22328	PPP (D)	2015-06-25	2015-06-28		Likely Voters	1072	3.0	IVR/Online	Pollster	Dem
Undecided	Undecided	12.0	ppp-d-22328	PPP (D)	2015-06-25	2015-06-28		Likely Voters	1072	3.0	IVR/Online	Pollster	Dem
