response_text	pollster_label	value	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
Other	Other	11.0	fox-24882	FOX	2016-07-09	2016-07-12	If the 2016 presidential election were held today…How would you vote if the candidates were:	Registered Voters	600	3.0	Live Phone	Nonpartisan	None
Wouldn't vote	Undecided	7.0	fox-24882	FOX	2016-07-09	2016-07-12	If the 2016 presidential election were held today…How would you vote if the candidates were:	Registered Voters	600	3.0	Live Phone	Nonpartisan	None
Don't know	Undecided	4.0	fox-24882	FOX	2016-07-09	2016-07-12	If the 2016 presidential election were held today…How would you vote if the candidates were:	Registered Voters	600	3.0	Live Phone	Nonpartisan	None
Clinton	Clinton	37.0	fox-24882	FOX	2016-07-09	2016-07-12	How would you vote if the candidates were:	Registered Voters	600	4.0	Live Phone	Nonpartisan	None
Trump	Trump	28.0	fox-24882	FOX	2016-07-09	2016-07-12	How would you vote if the candidates were:	Registered Voters	600	4.0	Live Phone	Nonpartisan	None
Johnson	Johnson	13.0	fox-24882	FOX	2016-07-09	2016-07-12	How would you vote if the candidates were:	Registered Voters	600	4.0	Live Phone	Nonpartisan	None
Stein	Other	6.0	fox-24882	FOX	2016-07-09	2016-07-12	How would you vote if the candidates were:	Registered Voters	600	4.0	Live Phone	Nonpartisan	None
(Other)	Other	4.0	fox-24882	FOX	2016-07-09	2016-07-12	How would you vote if the candidates were:	Registered Voters	600	4.0	Live Phone	Nonpartisan	None
(Wouldn't vote)	Undecided	4.0	fox-24882	FOX	2016-07-09	2016-07-12	How would you vote if the candidates were:	Registered Voters	600	4.0	Live Phone	Nonpartisan	None
(Don't know)	Undecided	9.0	fox-24882	FOX	2016-07-09	2016-07-12	How would you vote if the candidates were:	Registered Voters	600	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	48.0	monmouth-university-24875	Monmouth University	2016-07-09	2016-07-12		Likely Voters	404	4.9	Live Phone	Nonpartisan	None
Trump	Trump	35.0	monmouth-university-24875	Monmouth University	2016-07-09	2016-07-12		Likely Voters	404	4.9	Live Phone	Nonpartisan	None
Johnson	Johnson	5.0	monmouth-university-24875	Monmouth University	2016-07-09	2016-07-12		Likely Voters	404	4.9	Live Phone	Nonpartisan	None
Stein	Other	3.0	monmouth-university-24875	Monmouth University	2016-07-09	2016-07-12		Likely Voters	404	4.9	Live Phone	Nonpartisan	None
Other (vol)	Other	3.0	monmouth-university-24875	Monmouth University	2016-07-09	2016-07-12		Likely Voters	404	4.9	Live Phone	Nonpartisan	None
Undecided (vol)	Undecided	7.0	monmouth-university-24875	Monmouth University	2016-07-09	2016-07-12		Likely Voters	404	4.9	Live Phone	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	43.0	nbc-wsj-marist-24895	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	794	3.5	Live Phone	Nonpartisan	None
Donald Trump, the Republican	Trump	35.0	nbc-wsj-marist-24895	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	794	3.5	Live Phone	Nonpartisan	None
Neither 	Other	12.0	nbc-wsj-marist-24895	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	794	3.5	Live Phone	Nonpartisan	None
Other	Other	4.0	nbc-wsj-marist-24895	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	794	3.5	Live Phone	Nonpartisan	None
Undecided	Other	5.0	nbc-wsj-marist-24895	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	794	3.5	Live Phone	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	39.0	nbc-wsj-marist-24895	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	794	3.5	Live Phone	Nonpartisan	None
Donald Trump, the Republican	Trump	33.0	nbc-wsj-marist-24895	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	794	3.5	Live Phone	Nonpartisan	None
Gary Johnson, the Libertarian	Johnson	13.0	nbc-wsj-marist-24895	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	794	3.5	Live Phone	Nonpartisan	None
Jill Stein, of the Green Party	Other	4.0	nbc-wsj-marist-24895	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	794	3.5	Live Phone	Nonpartisan	None
Other	Other	3.0	nbc-wsj-marist-24895	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	794	3.5	Live Phone	Nonpartisan	None
Undecided	Undecided	9.0	nbc-wsj-marist-24895	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	794	3.5	Live Phone	Nonpartisan	None
Clinton	Clinton	45.0	harper-r-24868	Harper (R)	2016-07-07	2016-07-09		Likely Voters	500	4.38	IVR/Live Phone	Pollster	Rep
Trump	Trump	38.0	harper-r-24868	Harper (R)	2016-07-07	2016-07-09		Likely Voters	500	4.38	IVR/Live Phone	Pollster	Rep
Someone else	Other	14.0	harper-r-24868	Harper (R)	2016-07-07	2016-07-09		Likely Voters	500	4.38	IVR/Live Phone	Pollster	Rep
Undecided	Undecided	4.0	harper-r-24868	Harper (R)	2016-07-07	2016-07-09		Likely Voters	500	4.38	IVR/Live Phone	Pollster	Rep
Hillary Clinton	Clinton	43.0	gravis-marketing-24887	Gravis Marketing	2016-07-07	2016-07-08	If you had to vote today in a matchup between Hillary Clinton and Donald Trump, who would you vote for?	Registered Voters	1313	2.7	Automated Phone	Nonpartisan	None
Donald Trump	Trump	41.0	gravis-marketing-24887	Gravis Marketing	2016-07-07	2016-07-08	If you had to vote today in a matchup between Hillary Clinton and Donald Trump, who would you vote for?	Registered Voters	1313	2.7	Automated Phone	Nonpartisan	None
Other	Other	16.0	gravis-marketing-24887	Gravis Marketing	2016-07-07	2016-07-08	If you had to vote today in a matchup between Hillary Clinton and Donald Trump, who would you vote for?	Registered Voters	1313	2.7	Automated Phone	Nonpartisan	None
Hillary Clinton	Clinton	39.0	gravis-marketing-24887	Gravis Marketing	2016-07-07	2016-07-08	If you had to vote today in a matchup between Hillary Clinton, Donald Trump, Gary Johnson and Jill Stein, who would you vote for?	Registered Voters	1313	2.7	Automated Phone	Nonpartisan	None
Donald Trump	Trump	38.0	gravis-marketing-24887	Gravis Marketing	2016-07-07	2016-07-08	If you had to vote today in a matchup between Hillary Clinton, Donald Trump, Gary Johnson and Jill Stein, who would you vote for?	Registered Voters	1313	2.7	Automated Phone	Nonpartisan	None
Gary Johnson	Johnson	9.0	gravis-marketing-24887	Gravis Marketing	2016-07-07	2016-07-08	If you had to vote today in a matchup between Hillary Clinton, Donald Trump, Gary Johnson and Jill Stein, who would you vote for?	Registered Voters	1313	2.7	Automated Phone	Nonpartisan	None
Jill Stein	Other	4.0	gravis-marketing-24887	Gravis Marketing	2016-07-07	2016-07-08	If you had to vote today in a matchup between Hillary Clinton, Donald Trump, Gary Johnson and Jill Stein, who would you vote for?	Registered Voters	1313	2.7	Automated Phone	Nonpartisan	None
Other	Other	10.0	gravis-marketing-24887	Gravis Marketing	2016-07-07	2016-07-08	If you had to vote today in a matchup between Hillary Clinton, Donald Trump, Gary Johnson and Jill Stein, who would you vote for?	Registered Voters	1313	2.7	Automated Phone	Nonpartisan	None
Clinton	Clinton	40.0	cbs-yougov-24767	CBS/YouGov	2016-06-21	2016-06-24		Likely Voters	996	4.3	Internet	Nonpartisan	None
Trump	Trump	39.0	cbs-yougov-24767	CBS/YouGov	2016-06-21	2016-06-24		Likely Voters	996	4.3	Internet	Nonpartisan	None
Not Sure	Undecided	10.0	cbs-yougov-24767	CBS/YouGov	2016-06-21	2016-06-24		Likely Voters	996	4.3	Internet	Nonpartisan	None
Not Voting	Undecided	0.0	cbs-yougov-24767	CBS/YouGov	2016-06-21	2016-06-24		Likely Voters	996	4.3	Internet	Nonpartisan	None
Someone else	Other	9.0	cbs-yougov-24767	CBS/YouGov	2016-06-21	2016-06-24		Likely Voters	996	4.3	Internet	Nonpartisan	None
Clinton	Clinton	37.0	quinnipiac-23168	Quinnipiac	2015-11-11	2015-11-15		Registered Voters	1262	2.8	Live Phone	Nonpartisan	None
Other	Other	4.0	quinnipiac-23168	Quinnipiac	2015-11-11	2015-11-15		Registered Voters	1262	2.8	Live Phone	Nonpartisan	None
Trump	Trump	48.0	quinnipiac-23168	Quinnipiac	2015-11-11	2015-11-15		Registered Voters	1262	2.8	Live Phone	Nonpartisan	None
Undecided	Undecided	4.0	quinnipiac-23168	Quinnipiac	2015-11-11	2015-11-15		Registered Voters	1262	2.8	Live Phone	Nonpartisan	None
Wouldn't Vote	Undecided	7.0	quinnipiac-23168	Quinnipiac	2015-11-11	2015-11-15		Registered Voters	1262	2.8	Live Phone	Nonpartisan	None
