response_text	pollster_label	value	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
Someone else	Other	8.0	cbs-yougov-24766	CBS/YouGov	2016-06-21	2016-06-24		Likely Voters	1192	3.6	Internet	Nonpartisan	None
Clinton	Clinton	52.0	gqr-d-democracy-corps-women-s-voices-women-vote-24842	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
Trump	Trump	39.0	gqr-d-democracy-corps-women-s-voices-women-vote-24842	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
Don't Know/Refused/Not Voting	Undecided	3.0	gqr-d-democracy-corps-women-s-voices-women-vote-24842	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
Other	Other	6.0	gqr-d-democracy-corps-women-s-voices-women-vote-24842	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
Clinton	Clinton	49.0	gqr-d-democracy-corps-women-s-voices-women-vote-24842	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
Trump	Trump	38.0	gqr-d-democracy-corps-women-s-voices-women-vote-24842	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
Johnson	Johnson	9.0	gqr-d-democracy-corps-women-s-voices-women-vote-24842	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
Other	Other	2.0	gqr-d-democracy-corps-women-s-voices-women-vote-24842	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
Don't Know/Refused/Not Voting	Undecided	2.0	gqr-d-democracy-corps-women-s-voices-women-vote-24842	GQR (D-Democracy Corps/Women's Voices Women Vote)	2016-06-11	2016-06-20		Likely Voters	300	5.66	Live Phone	Sponsor	Dem
Clinton	Clinton	47.0	quinnipiac-24720	Quinnipiac	2016-06-08	2016-06-19		Registered Voters	975	3.1	Live Phone	Nonpartisan	None
Trump	Trump	39.0	quinnipiac-24720	Quinnipiac	2016-06-08	2016-06-19		Registered Voters	975	3.1	Live Phone	Nonpartisan	None
Other	Other	2.0	quinnipiac-24720	Quinnipiac	2016-06-08	2016-06-19		Registered Voters	975	3.1	Live Phone	Nonpartisan	None
Undecided	Undecided	6.0	quinnipiac-24720	Quinnipiac	2016-06-08	2016-06-19		Registered Voters	975	3.1	Live Phone	Nonpartisan	None
Wouldn't vote	Undecided	6.0	quinnipiac-24720	Quinnipiac	2016-06-08	2016-06-19		Registered Voters	975	3.1	Live Phone	Nonpartisan	None
Clinton	Clinton	42.0	quinnipiac-24720	Quinnipiac	2016-06-08	2016-06-19		Registered Voters	975	3.1	Live Phone	Nonpartisan	None
Trump	Trump	36.0	quinnipiac-24720	Quinnipiac	2016-06-08	2016-06-19		Registered Voters	975	3.1	Live Phone	Nonpartisan	None
Johnson	Johnson	7.0	quinnipiac-24720	Quinnipiac	2016-06-08	2016-06-19		Registered Voters	975	3.1	Live Phone	Nonpartisan	None
Stein	Other	3.0	quinnipiac-24720	Quinnipiac	2016-06-08	2016-06-19		Registered Voters	975	3.1	Live Phone	Nonpartisan	None
Someone else (Vol)	Other	2.0	quinnipiac-24720	Quinnipiac	2016-06-08	2016-06-19		Registered Voters	975	3.1	Live Phone	Nonpartisan	None
Wouldn't vote (Vol)	Undecided	4.0	quinnipiac-24720	Quinnipiac	2016-06-08	2016-06-19		Registered Voters	975	3.1	Live Phone	Nonpartisan	None
Don't know/No answer	Undecided	6.0	quinnipiac-24720	Quinnipiac	2016-06-08	2016-06-19		Registered Voters	975	3.1	Live Phone	Nonpartisan	None
Clinton	Clinton	40.0	ppp-d-24635	PPP (D)	2016-06-02	2016-06-05	If the candidates for President this fall were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, who would you vote for?	Likely Voters	737	3.6	IVR/Online	Pollster	Dem
Trump	Trump	41.0	ppp-d-24635	PPP (D)	2016-06-02	2016-06-05	If the candidates for President this fall were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, who would you vote for?	Likely Voters	737	3.6	IVR/Online	Pollster	Dem
Johnson	Johnson	4.0	ppp-d-24635	PPP (D)	2016-06-02	2016-06-05	If the candidates for President this fall were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, who would you vote for?	Likely Voters	737	3.6	IVR/Online	Pollster	Dem
Stein	Other	2.0	ppp-d-24635	PPP (D)	2016-06-02	2016-06-05	If the candidates for President this fall were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, who would you vote for?	Likely Voters	737	3.6	IVR/Online	Pollster	Dem
Undecided	Undecided	13.0	ppp-d-24635	PPP (D)	2016-06-02	2016-06-05	If the candidates for President this fall were Democrat Hillary Clinton, Republican Donald Trump, Libertarian Gary Johnson, and Green Party candidate Jill Stein, who would you vote for?	Likely Voters	737	3.6	IVR/Online	Pollster	Dem
Donald Trump	Trump	45.0	ppp-d-24635	PPP (D)	2016-06-02	2016-06-05	If the candidates for President this fall were just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters	737	3.6	IVR/Online	Pollster	Dem
Hillary Clinton	Clinton	44.0	ppp-d-24635	PPP (D)	2016-06-02	2016-06-05	If the candidates for President this fall were just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters	737	3.6	IVR/Online	Pollster	Dem
Not sure	Undecided	11.0	ppp-d-24635	PPP (D)	2016-06-02	2016-06-05	If the candidates for President this fall were just Democrat Hillary Clinton and Republican Donald Trump, who would you vote for?	Likely Voters	737	3.6	IVR/Online	Pollster	Dem
Clinton	Clinton	45.0	mason-dixon-24606	Mason-Dixon	2016-05-31	2016-06-02		Registered Voters	625		Live Phone	Nonpartisan	None
Johnson	Johnson	6.0	mason-dixon-24606	Mason-Dixon	2016-05-31	2016-06-02		Registered Voters	625		Live Phone	Nonpartisan	None
Trump	Trump	42.0	mason-dixon-24606	Mason-Dixon	2016-05-31	2016-06-02		Registered Voters	625		Live Phone	Nonpartisan	None
Undecided	Undecided	7.0	mason-dixon-24606	Mason-Dixon	2016-05-31	2016-06-02		Registered Voters	625		Live Phone	Nonpartisan	None
Clinton	Clinton	43.0	cbs-yougov-24529	CBS/YouGov	2016-05-16	2016-05-19		Likely Voters	995	4.0	Internet	Nonpartisan	None
Not voting	Undecided	1.0	cbs-yougov-24529	CBS/YouGov	2016-05-16	2016-05-19		Likely Voters	995	4.0	Internet	Nonpartisan	None
Someone else/ Don't know 	Undecided	14.0	cbs-yougov-24529	CBS/YouGov	2016-05-16	2016-05-19		Likely Voters	995	4.0	Internet	Nonpartisan	None
Trump	Trump	42.0	cbs-yougov-24529	CBS/YouGov	2016-05-16	2016-05-19		Likely Voters	995	4.0	Internet	Nonpartisan	None
Clinton	Clinton	46.0	gravis-marketing-24554	Gravis Marketing	2016-05-17	2016-05-18		Registered Voters	2542	2.0	Automated Phone	Nonpartisan	None
Trump	Trump	42.0	gravis-marketing-24554	Gravis Marketing	2016-05-17	2016-05-18		Registered Voters	2542	2.0	Automated Phone	Nonpartisan	None
Undecided	Undecided	12.0	gravis-marketing-24554	Gravis Marketing	2016-05-17	2016-05-18		Registered Voters	2542	2.0	Automated Phone	Nonpartisan	None
Clinton	Clinton	43.0	quinnipiac-24463	Quinnipiac	2016-04-27	2016-05-08		Registered Voters	1051	3.0	Live Phone	Nonpartisan	None
Other	Other	2.0	quinnipiac-24463	Quinnipiac	2016-04-27	2016-05-08		Registered Voters	1051	3.0	Live Phone	Nonpartisan	None
Trump	Trump	42.0	quinnipiac-24463	Quinnipiac	2016-04-27	2016-05-08		Registered Voters	1051	3.0	Live Phone	Nonpartisan	None
Undecided	Undecided	6.0	quinnipiac-24463	Quinnipiac	2016-04-27	2016-05-08		Registered Voters	1051	3.0	Live Phone	Nonpartisan	None
Wouldn't vote	Undecided	7.0	quinnipiac-24463	Quinnipiac	2016-04-27	2016-05-08		Registered Voters	1051	3.0	Live Phone	Nonpartisan	None
Clinton	Clinton	49.0	associated-industries-of-florida-r-24418	Associated Industries of Florida (R)	2016-04-25	2016-04-27		Likely Voters	604	4.0	Live Phone	Pollster	Rep
Trump	Trump	36.0	associated-industries-of-florida-r-24418	Associated Industries of Florida (R)	2016-04-25	2016-04-27		Likely Voters	604	4.0	Live Phone	Pollster	Rep
Undecided	Undecided	15.0	associated-industries-of-florida-r-24418	Associated Industries of Florida (R)	2016-04-25	2016-04-27		Likely Voters	604	4.0	Live Phone	Pollster	Rep
Clinton	Clinton	49.0	nbc-wsj-marist-24057	NBC/WSJ/Marist	2016-03-04	2016-03-10		Registered Voters	2422	2.0	Live Phone	Nonpartisan	None
Trump	Trump	41.0	nbc-wsj-marist-24057	NBC/WSJ/Marist	2016-03-04	2016-03-10		Registered Voters	2422	2.0	Live Phone	Nonpartisan	None
Undecided	Undecided	9.0	nbc-wsj-marist-24057	NBC/WSJ/Marist	2016-03-04	2016-03-10		Registered Voters	2422	2.0	Live Phone	Nonpartisan	None
Clinton	Clinton	44.0	surveyusa-bay-news-9-news-13-24010	SurveyUSA/Bay News 9/News 13	2016-03-04	2016-03-06		Likely Voters	1961	2.3	IVR/Online	Nonpartisan	None
Trump	Trump	45.0	surveyusa-bay-news-9-news-13-24010	SurveyUSA/Bay News 9/News 13	2016-03-04	2016-03-06		Likely Voters	1961	2.3	IVR/Online	Nonpartisan	None
Undecided	Undecided	12.0	surveyusa-bay-news-9-news-13-24010	SurveyUSA/Bay News 9/News 13	2016-03-04	2016-03-06		Likely Voters	1961	2.3	IVR/Online	Nonpartisan	None
Clinton	Clinton	50.0	cnn-24021	CNN	2016-03-02	2016-03-06		Registered Voters	854	3.5	Live Phone	Nonpartisan	None
Neither	Other	5.0	cnn-24021	CNN	2016-03-02	2016-03-06		Registered Voters	854	3.5	Live Phone	Nonpartisan	None
No Opinion	Undecided	1.0	cnn-24021	CNN	2016-03-02	2016-03-06		Registered Voters	854	3.5	Live Phone	Nonpartisan	None
Other	Other	2.0	cnn-24021	CNN	2016-03-02	2016-03-06		Registered Voters	854	3.5	Live Phone	Nonpartisan	None
Trump	Trump	43.0	cnn-24021	CNN	2016-03-02	2016-03-06		Registered Voters	854	3.5	Live Phone	Nonpartisan	None
Clinton	Clinton	44.0	ppp-d-23886	PPP (D)	2016-02-24	2016-02-25		Likely Voters	1012	3.1	IVR/Online	Pollster	Dem
Trump	Trump	46.0	ppp-d-23886	PPP (D)	2016-02-24	2016-02-25		Likely Voters	1012	3.1	IVR/Online	Pollster	Dem
Undecided	Undecided	10.0	ppp-d-23886	PPP (D)	2016-02-24	2016-02-25		Likely Voters	1012	3.1	IVR/Online	Pollster	Dem
Clinton	Clinton	45.0	florida-southern-college-center-23730	Florida Southern College Center	2016-01-30	2016-02-06		Registered Voters	608	4.0	Live Phone	Nonpartisan	None
No Answer	Undecided	6.5	florida-southern-college-center-23730	Florida Southern College Center	2016-01-30	2016-02-06		Registered Voters	608	4.0	Live Phone	Nonpartisan	None
Other	Other	3.0	florida-southern-college-center-23730	Florida Southern College Center	2016-01-30	2016-02-06		Registered Voters	608	4.0	Live Phone	Nonpartisan	None
Trump	Trump	38.0	florida-southern-college-center-23730	Florida Southern College Center	2016-01-30	2016-02-06		Registered Voters	608	4.0	Live Phone	Nonpartisan	None
Wouldn't Vote	Undecided	8.0	florida-southern-college-center-23730	Florida Southern College Center	2016-01-30	2016-02-06		Registered Voters	608	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	44.0	florida-atlantic-university-23532	Florida Atlantic University	2016-01-15	2016-01-18		Registered Voters	1008	3.0	Automated Phone	Nonpartisan	None
Trump	Trump	47.0	florida-atlantic-university-23532	Florida Atlantic University	2016-01-15	2016-01-18		Registered Voters	1008	3.0	Automated Phone	Nonpartisan	None
Undecided	Undecided	9.0	florida-atlantic-university-23532	Florida Atlantic University	2016-01-15	2016-01-18		Registered Voters	1008	3.0	Automated Phone	Nonpartisan	None
Clinton	Clinton	49.0	saint-leo-university-23292	Saint Leo University	2015-11-29	2015-12-03		Likely Voters	404		Internet	Nonpartisan	None
Trump	Trump	41.0	saint-leo-university-23292	Saint Leo University	2015-11-29	2015-12-03		Likely Voters	404		Internet	Nonpartisan	None
Clinton	Clinton	41.0	florida-atlantic-university-23188	Florida Atlantic University	2015-11-15	2015-11-16		Registered Voters	829	3.3	Automated Phone	Nonpartisan	None
Trump	Trump	49.0	florida-atlantic-university-23188	Florida Atlantic University	2015-11-15	2015-11-16		Registered Voters	829	3.3	Automated Phone	Nonpartisan	None
Undecided	Undecided	10.0	florida-atlantic-university-23188	Florida Atlantic University	2015-11-15	2015-11-16		Registered Voters	829	3.3	Automated Phone	Nonpartisan	None
Clinton	Clinton	43.0	surveyusa-bay-news-9-news-13-23054	SurveyUSA/Bay News 9/News 13	2015-10-28	2015-11-01		Likely Voters	2400	2.2	IVR/Online	Nonpartisan	None
Trump	Trump	47.0	surveyusa-bay-news-9-news-13-23054	SurveyUSA/Bay News 9/News 13	2015-10-28	2015-11-01		Likely Voters	2400	2.2	IVR/Online	Nonpartisan	None
Undecided	Undecided	9.0	surveyusa-bay-news-9-news-13-23054	SurveyUSA/Bay News 9/News 13	2015-10-28	2015-11-01		Likely Voters	2400	2.2	IVR/Online	Nonpartisan	None
Clinton	Clinton	46.0	quinnipiac-22860	Quinnipiac	2015-09-25	2015-10-05		Registered Voters	1173	2.9	Live Phone	Nonpartisan	None
Other	Other	3.0	quinnipiac-22860	Quinnipiac	2015-09-25	2015-10-05		Registered Voters	1173	2.9	Live Phone	Nonpartisan	None
Trump	Trump	41.0	quinnipiac-22860	Quinnipiac	2015-09-25	2015-10-05		Registered Voters	1173	2.9	Live Phone	Nonpartisan	None
Undecided	Undecided	4.0	quinnipiac-22860	Quinnipiac	2015-09-25	2015-10-05		Registered Voters	1173	2.9	Live Phone	Nonpartisan	None
Wouldn't vote	Undecided	6.0	quinnipiac-22860	Quinnipiac	2015-09-25	2015-10-05		Registered Voters	1173	2.9	Live Phone	Nonpartisan	None
Clinton	Clinton	45.0	florida-atlantic-university-23190	Florida Atlantic University	2015-09-17	2015-09-20		Registered Voters	801	3.4	Automated Phone	Nonpartisan	None
Trump	Trump	46.0	florida-atlantic-university-23190	Florida Atlantic University	2015-09-17	2015-09-20		Registered Voters	801	3.4	Automated Phone	Nonpartisan	None
Undecided	Undecided	10.0	florida-atlantic-university-23190	Florida Atlantic University	2015-09-17	2015-09-20		Registered Voters	801	3.4	Automated Phone	Nonpartisan	None
Clinton	Clinton	42.0	cherry-r-florida-chamber-of-commerce-22910	Cherry (R-Florida Chamber of Commerce)	2015-09-16	2015-09-20		Likely Voters	605	4.0	Live Phone	Pollster	Rep
Trump	Trump	41.0	cherry-r-florida-chamber-of-commerce-22910	Cherry (R-Florida Chamber of Commerce)	2015-09-16	2015-09-20		Likely Voters	605	4.0	Live Phone	Pollster	Rep
Clinton	Clinton	42.0	ppp-d-22737	PPP (D)	2015-09-11	2015-09-13		Likely Voters	814	3.4	IVR/Online	Pollster	Dem
Trump	Trump	48.0	ppp-d-22737	PPP (D)	2015-09-11	2015-09-13		Likely Voters	814	3.4	IVR/Online	Pollster	Dem
Undecided	Undecided	9.0	ppp-d-22737	PPP (D)	2015-09-11	2015-09-13		Likely Voters	814	3.4	IVR/Online	Pollster	Dem
Clinton	Clinton	41.0	quinnipiac-22582	Quinnipiac	2015-08-07	2015-08-18		Registered Voters	1093	3.0	Live Phone	Nonpartisan	None
Other	Other	3.0	quinnipiac-22582	Quinnipiac	2015-08-07	2015-08-18		Registered Voters	1093	3.0	Live Phone	Nonpartisan	None
Trump	Trump	43.0	quinnipiac-22582	Quinnipiac	2015-08-07	2015-08-18		Registered Voters	1093	3.0	Live Phone	Nonpartisan	None
Undecided	Undecided	4.0	quinnipiac-22582	Quinnipiac	2015-08-07	2015-08-18		Registered Voters	1093	3.0	Live Phone	Nonpartisan	None
Wouldn't vote	Undecided	9.0	quinnipiac-22582	Quinnipiac	2015-08-07	2015-08-18		Registered Voters	1093	3.0	Live Phone	Nonpartisan	None
