response_text	pollster_label	value	poll_slug	survey_house	start_date	end_date	question_text	sample_subpopulation	observations	margin_of_error	mode	partisanship	partisan_affiliation
Someone else	Other	2.0	cbs-yougov-25081	CBS/YouGov	2016-08-02	2016-08-05	Presidential Vote 2016 (Voters selecting someone else in the initial question were given a choice of third party candidates)	Likely Voters	1181	3.7	Internet	Nonpartisan	None
Not sure	Undecided	5.0	cbs-yougov-25081	CBS/YouGov	2016-08-02	2016-08-05	Presidential Vote 2016 (Voters selecting someone else in the initial question were given a choice of third party candidates)	Likely Voters	1181	3.7	Internet	Nonpartisan	None
Probably won't vote	Undecided	0.0	cbs-yougov-25081	CBS/YouGov	2016-08-02	2016-08-05	Presidential Vote 2016 (Voters selecting someone else in the initial question were given a choice of third party candidates)	Likely Voters	1181	3.7	Internet	Nonpartisan	None
Republican Donald Trump	Trump	46.0	raba-research-25027	RABA Research	2016-07-26	2016-07-27	If the Presidential election were held today, would you vote for Republican Donald Trump, or Democrat Hillary Clinton?	Registered Voters	655	3.8	Automated Phone	Nonpartisan	None
Democrat Hillary Clinton	Clinton	42.0	raba-research-25027	RABA Research	2016-07-26	2016-07-27	If the Presidential election were held today, would you vote for Republican Donald Trump, or Democrat Hillary Clinton?	Registered Voters	655	3.8	Automated Phone	Nonpartisan	None
Someone else	Other	7.0	raba-research-25027	RABA Research	2016-07-26	2016-07-27	If the Presidential election were held today, would you vote for Republican Donald Trump, or Democrat Hillary Clinton?	Registered Voters	655	3.8	Automated Phone	Nonpartisan	None
Not sure	Undecided	5.0	raba-research-25027	RABA Research	2016-07-26	2016-07-27	If the Presidential election were held today, would you vote for Republican Donald Trump, or Democrat Hillary Clinton?	Registered Voters	655	3.8	Automated Phone	Nonpartisan	None
Clinton 	Clinton	44.0	fox-news-24902	Fox News	2016-07-09	2016-07-12	If the 2016 presidential election were held today…How would you vote if the candidates were: [IF DON’T KNOW: Well, which way do you lean?]	Registered Voters	601	4.0	Live Phone	Nonpartisan	None
Trump	Trump	37.0	fox-news-24902	Fox News	2016-07-09	2016-07-12	If the 2016 presidential election were held today…How would you vote if the candidates were: [IF DON’T KNOW: Well, which way do you lean?]	Registered Voters	601	4.0	Live Phone	Nonpartisan	None
Other	Other	6.0	fox-news-24902	Fox News	2016-07-09	2016-07-12	If the 2016 presidential election were held today…How would you vote if the candidates were: [IF DON’T KNOW: Well, which way do you lean?]	Registered Voters	601	4.0	Live Phone	Nonpartisan	None
Wouldn't vote	Undecided	7.0	fox-news-24902	Fox News	2016-07-09	2016-07-12	If the 2016 presidential election were held today…How would you vote if the candidates were: [IF DON’T KNOW: Well, which way do you lean?]	Registered Voters	601	4.0	Live Phone	Nonpartisan	None
Don't know	Undecided	6.0	fox-news-24902	Fox News	2016-07-09	2016-07-12	If the 2016 presidential election were held today…How would you vote if the candidates were: [IF DON’T KNOW: Well, which way do you lean?]	Registered Voters	601	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	44.0	fox-24881	FOX	2016-07-09	2016-07-12	If the 2016 presidential election were held today…How would you vote if the candidates were:	Registered Voters	601	4.0	Live Phone	Nonpartisan	None
Trump	Trump	37.0	fox-24881	FOX	2016-07-09	2016-07-12	If the 2016 presidential election were held today…How would you vote if the candidates were:	Registered Voters	601	4.0	Live Phone	Nonpartisan	None
Other	Other	6.0	fox-24881	FOX	2016-07-09	2016-07-12	If the 2016 presidential election were held today…How would you vote if the candidates were:	Registered Voters	601	4.0	Live Phone	Nonpartisan	None
Wouldn't vote	Undecided	7.0	fox-24881	FOX	2016-07-09	2016-07-12	If the 2016 presidential election were held today…How would you vote if the candidates were:	Registered Voters	601	4.0	Live Phone	Nonpartisan	None
Don't know	Undecided	6.0	fox-24881	FOX	2016-07-09	2016-07-12	If the 2016 presidential election were held today…How would you vote if the candidates were:	Registered Voters	601	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	39.0	fox-24881	FOX	2016-07-09	2016-07-12	How would you vote if the candidates were:	Registered Voters	601	4.0	Live Phone	Nonpartisan	None
Trump	Trump	34.0	fox-24881	FOX	2016-07-09	2016-07-12	How would you vote if the candidates were:	Registered Voters	601	4.0	Live Phone	Nonpartisan	None
Johnson	Johnson	10.0	fox-24881	FOX	2016-07-09	2016-07-12	How would you vote if the candidates were:	Registered Voters	601	4.0	Live Phone	Nonpartisan	None
Stein	Other	4.0	fox-24881	FOX	2016-07-09	2016-07-12	How would you vote if the candidates were:	Registered Voters	601	4.0	Live Phone	Nonpartisan	None
(Other)	Other	2.0	fox-24881	FOX	2016-07-09	2016-07-12	How would you vote if the candidates were:	Registered Voters	601	4.0	Live Phone	Nonpartisan	None
(Wouldn't vote)	Undecided	4.0	fox-24881	FOX	2016-07-09	2016-07-12	How would you vote if the candidates were:	Registered Voters	601	4.0	Live Phone	Nonpartisan	None
(Don't know)	Undecided	8.0	fox-24881	FOX	2016-07-09	2016-07-12	How would you vote if the candidates were:	Registered Voters	601	4.0	Live Phone	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	44.0	nbc-wsj-marist-24894	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	876	3.3	Live Phone	Nonpartisan	None
Donald Trump, the Republican	Trump	35.0	nbc-wsj-marist-24894	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	876	3.3	Live Phone	Nonpartisan	None
Neither 	Other	13.0	nbc-wsj-marist-24894	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	876	3.3	Live Phone	Nonpartisan	None
Other	Other	2.0	nbc-wsj-marist-24894	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	876	3.3	Live Phone	Nonpartisan	None
Undecided	Undecided	7.0	nbc-wsj-marist-24894	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	876	3.3	Live Phone	Nonpartisan	None
Hillary Clinton, the Democrat	Clinton	41.0	nbc-wsj-marist-24894	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	876	3.3	Live Phone	Nonpartisan	None
Donald Trump, the Republican	Trump	34.0	nbc-wsj-marist-24894	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	876	3.3	Live Phone	Nonpartisan	None
Gary Johnson, the Libertarian	Johnson	10.0	nbc-wsj-marist-24894	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	876	3.3	Live Phone	Nonpartisan	None
Jill Stein, of the Green Party	Other	2.0	nbc-wsj-marist-24894	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	876	3.3	Live Phone	Nonpartisan	None
Other	Other	2.0	nbc-wsj-marist-24894	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	876	3.3	Live Phone	Nonpartisan	None
Undecided	Undecided	10.0	nbc-wsj-marist-24894	NBC/WSJ/Marist	2016-07-05	2016-07-11	If November's presidential election were held today, whom would you support if the candidates are:	Registered Voters	876	3.3	Live Phone	Nonpartisan	None
Donald Trump	Trump	39.0	hampton-university-24912	Hampton University	2016-07-06	2016-07-10	If the election were held today, for whom would you vote:	Likely Voters	805	4.6	Live Phone	Nonpartisan	None
Hillary Clinton 	Clinton	39.0	hampton-university-24912	Hampton University	2016-07-06	2016-07-10	If the election were held today, for whom would you vote:	Likely Voters	805	4.6	Live Phone	Nonpartisan	None
Don't know/ Refused 	Undecided	22.0	hampton-university-24912	Hampton University	2016-07-06	2016-07-10	If the election were held today, for whom would you vote:	Likely Voters	805	4.6	Live Phone	Nonpartisan	None
Clinton	Clinton	42.0	ppp-d-24689	PPP (D)	2016-06-13	2016-06-15		Likely Voters	1032	3.1	IVR/Online	Pollster	Dem
Trump	Trump	39.0	ppp-d-24689	PPP (D)	2016-06-13	2016-06-15		Likely Voters	1032	3.1	IVR/Online	Pollster	Dem
Johnson	Johnson	6.0	ppp-d-24689	PPP (D)	2016-06-13	2016-06-15		Likely Voters	1032	3.1	IVR/Online	Pollster	Dem
Stein	Other	2.0	ppp-d-24689	PPP (D)	2016-06-13	2016-06-15		Likely Voters	1032	3.1	IVR/Online	Pollster	Dem
Undecided	Undecided	10.0	ppp-d-24689	PPP (D)	2016-06-13	2016-06-15		Likely Voters	1032	3.1	IVR/Online	Pollster	Dem
Clinton	Clinton	48.0	ppp-d-24689	PPP (D)	2016-06-13	2016-06-15		Likely Voters	1032	3.1	IVR/Online	Pollster	Dem
Trump	Trump	45.0	ppp-d-24689	PPP (D)	2016-06-13	2016-06-15		Likely Voters	1032	3.1	IVR/Online	Pollster	Dem
Not sure	Undecided	7.0	ppp-d-24689	PPP (D)	2016-06-13	2016-06-15		Likely Voters	1032	3.1	IVR/Online	Pollster	Dem
Hillary Clinton	Clinton	45.0	gravis-marketing-24563	Gravis Marketing	2016-05-24	2016-05-24	If you had to vote today in a matchup between Hillary Clinton and Donald Trump, who would you vote for?	Registered Voters	1728	2.0	Automated Phone	Nonpartisan	None
Donald Trump	Trump	41.0	gravis-marketing-24563	Gravis Marketing	2016-05-24	2016-05-24	If you had to vote today in a matchup between Hillary Clinton and Donald Trump, who would you vote for?	Registered Voters	1728	2.0	Automated Phone	Nonpartisan	None
Other	Other	14.0	gravis-marketing-24563	Gravis Marketing	2016-05-24	2016-05-24	If you had to vote today in a matchup between Hillary Clinton and Donald Trump, who would you vote for?	Registered Voters	1728	2.0	Automated Phone	Nonpartisan	None
Hillary Clinton	Clinton	44.0	gravis-marketing-24563	Gravis Marketing	2016-05-24	2016-05-24	If you had to vote today in a matchup between Hillary Clinton, Donald Trump and Gary Johnson, who would you vote for?	Registered Voters	1728	2.0	Automated Phone	Nonpartisan	None
Donald Trump	Trump	38.0	gravis-marketing-24563	Gravis Marketing	2016-05-24	2016-05-24	If you had to vote today in a matchup between Hillary Clinton, Donald Trump and Gary Johnson, who would you vote for?	Registered Voters	1728	2.0	Automated Phone	Nonpartisan	None
Gary Johnson	Johnson	6.0	gravis-marketing-24563	Gravis Marketing	2016-05-24	2016-05-24	If you had to vote today in a matchup between Hillary Clinton, Donald Trump and Gary Johnson, who would you vote for?	Registered Voters	1728	2.0	Automated Phone	Nonpartisan	None
Other	Other	12.0	gravis-marketing-24563	Gravis Marketing	2016-05-24	2016-05-24	If you had to vote today in a matchup between Hillary Clinton, Donald Trump and Gary Johnson, who would you vote for?	Registered Voters	1728	2.0	Automated Phone	Nonpartisan	None
Clinton	Clinton	38.0	roanoke-college-24534	Roanoke College	2016-05-09	2016-05-17		Likely Voters	610	4.0	Live Phone	Nonpartisan	None
Trump	Trump	38.0	roanoke-college-24534	Roanoke College	2016-05-09	2016-05-17		Likely Voters	610	4.0	Live Phone	Nonpartisan	None
Other	Other	11.0	roanoke-college-24534	Roanoke College	2016-05-09	2016-05-17		Likely Voters	610	4.0	Live Phone	Nonpartisan	None
Undecided	Undecided	11.0	roanoke-college-24534	Roanoke College	2016-05-09	2016-05-17		Likely Voters	610	4.0	Live Phone	Nonpartisan	None
Not Voting	Undecided	2.0	roanoke-college-24534	Roanoke College	2016-05-09	2016-05-17		Likely Voters	610	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	44.0	christopher-newport-24242	Christopher Newport	2016-03-23	2016-04-03		Likely Voters	1102		Live Phone	Nonpartisan	None
Trump	Trump	35.0	christopher-newport-24242	Christopher Newport	2016-03-23	2016-04-03		Likely Voters	1102		Live Phone	Nonpartisan	None
Neither	Other	14.0	christopher-newport-24242	Christopher Newport	2016-03-23	2016-04-03		Likely Voters	1102		Live Phone	Nonpartisan	None
Undecided	Undecided	7.0	christopher-newport-24242	Christopher Newport	2016-03-23	2016-04-03		Likely Voters	1102		Live Phone	Nonpartisan	None
Don't Know/Refused	Undecided	1.0	christopher-newport-24242	Christopher Newport	2016-03-23	2016-04-03		Likely Voters	1102		Live Phone	Nonpartisan	None
Clinton	Clinton	52.0	roanoke-college-23701	Roanoke College	2016-01-18	2016-01-26		Likely Voters	524	4.3	Live Phone	Nonpartisan	None
Trump	Trump	35.0	roanoke-college-23701	Roanoke College	2016-01-18	2016-01-26		Likely Voters	524	4.3	Live Phone	Nonpartisan	None
Undecided	Undecided	13.0	roanoke-college-23701	Roanoke College	2016-01-18	2016-01-26		Likely Voters	524	4.3	Live Phone	Nonpartisan	None
Clinton	Clinton	50.0	roanoke-college-23178	Roanoke College	2015-11-09	2015-11-13		Registered Voters	555	4.2	Live Phone	Nonpartisan	None
Trump	Trump	36.0	roanoke-college-23178	Roanoke College	2015-11-09	2015-11-13		Registered Voters	555	4.2	Live Phone	Nonpartisan	None
Undecided	Undecided	14.0	roanoke-college-23178	Roanoke College	2015-11-09	2015-11-13		Registered Voters	555	4.2	Live Phone	Nonpartisan	None
Clinton	Clinton	47.0	christopher-newport-22896	Christopher Newport	2015-09-29	2015-10-08		Registered Voters	1067	3.2	Live Phone	Nonpartisan	None
Other	Other	8.0	christopher-newport-22896	Christopher Newport	2015-09-29	2015-10-08		Registered Voters	1067	3.2	Live Phone	Nonpartisan	None
Trump	Trump	40.0	christopher-newport-22896	Christopher Newport	2015-09-29	2015-10-08		Registered Voters	1067	3.2	Live Phone	Nonpartisan	None
Undecided	Undecided	6.0	christopher-newport-22896	Christopher Newport	2015-09-29	2015-10-08		Registered Voters	1067	3.2	Live Phone	Nonpartisan	None
Clinton	Clinton	45.0	roanoke-college-22619	Roanoke College	2015-08-10	2015-08-20		Likely Voters	608	4.0	Live Phone	Nonpartisan	None
Trump	Trump	32.0	roanoke-college-22619	Roanoke College	2015-08-10	2015-08-20		Likely Voters	608	4.0	Live Phone	Nonpartisan	None
Undecided	Undecided	23.0	roanoke-college-22619	Roanoke College	2015-08-10	2015-08-20		Likely Voters	608	4.0	Live Phone	Nonpartisan	None
Clinton	Clinton	49.0	ppp-d-22389	PPP (D)	2015-07-13	2015-07-15		Likely Voters	1170	2.9	IVR/Online	Pollster	Dem
Trump	Trump	39.0	ppp-d-22389	PPP (D)	2015-07-13	2015-07-15		Likely Voters	1170	2.9	IVR/Online	Pollster	Dem
Undecided	Undecided	12.0	ppp-d-22389	PPP (D)	2015-07-13	2015-07-15		Likely Voters	1170	2.9	IVR/Online	Pollster	Dem
